model_run_id,k_fit,k_eff0,QoI=k_fit/k_eff0,log10_dissolution_rate/FeS,log10_dissolution_rate/pyrite,log10_dissolution_rate/siderite,log10_dissolution_rate/magnetite,log10_dissolution_rate/goethite,log10_dissolution_rate/SOM,log10_equilibrium_constant/FeS,log10_equilibrium_constant/goethite,log10_equilibrium_constant/goethite_dirb,log10_rate_constant/goethite_dirb,log10_rate_constant/abiotic_fe_reduction,log10_rate_constant/sulfate_reduction,sorption_site_density/illite_str,sorption_site_density/illite_w,sorption_site_density/goethite,half_saturation_constant/sulfate,half_saturation_constant/acetate,inhibition_constant/Fe3,logit_initial_mineral_fraction/goethite,logit_initial_mineral_fraction/SOM,logit_initial_mineral_fraction/FeS,logit_initial_mineral_fraction/pyrite,logit_initial_mineral_fraction/siderite,logit_initial_mineral_fraction/illite,log_ssa/FeS,log_ssa/pyrite,log_ssa/siderite,log_ssa/illite,log_tce_intrinsic_rate_constant/FeS,log_tce_intrinsic_rate_constant/pyrite,log_tce_intrinsic_rate_constant/siderite,log_tce_intrinsic_rate_constant/illite,groundwater_concentration/acetate,groundwater_concentration/sulfate,groundwater_concentration/Fe++,initial_concentration/Fe++,initial_concentration/pH,initial_mineral_fraction/goethite,initial_mineral_fraction/SOM,initial_mineral_fraction/FeS,initial_mineral_fraction/pyrite,initial_mineral_fraction/siderite,initial_mineral_fraction/illite,ssa/FeS,ssa/pyrite,ssa/siderite,ssa/illite,log10_tce_intrinsic_rate_constant/FeS,log10_tce_intrinsic_rate_constant/pyrite,log10_tce_intrinsic_rate_constant/siderite,log10_tce_intrinsic_rate_constant/illite,rate_constant/sulfate_reduction,porosity,Variation of normalized volume of FeS,Variation of normalized volume of Pyrite,Variation of normalized volume of Siderite,average_pH,integrated_dirb_rate,integrated_sulfate_reduction_rate,tce_flux_reduction,tce_removal_contributions_FeS,tce_removal_contributions_pyrite,tce_removal_contributions_siderite
7,8.80E-05,7.98E-05,1.102209467,-8.858847201,-12.52457918,-11.60696927,-13,-8.69088326,-10.67831681,-4.63313092,1.120061122,10.37911112,-7.67944755,-6.703945666,2.349362912,2.26E-08,1.14E-06,4.12E-06,0.001125363,2.19E-05,3.43E-09,-5.673938808,-5.404357393,-10.55122617,-8.342684864,-4.01000321,-0.39932266,4.600587848,-2.604884272,-0.382183534,-1.857586124,-28.55351076,-25.59686338,-33.74057472,-35.73637391,0.000374452,0.000411703,1.01E-05,4.24E-06,7.586954537,0.003422557,0.004476811,2.62E-05,0.000238075,0.017810375,0.401475089,99.54281453,0.07391169,0.682369804,0.156048859,-12.40063216,-11.11657652,-14.65334542,-15.52010999,10,0.562500893,66.56563574,54.85052911,55.51098588,7.220766543,-348.135204,22.95115548,0.998583085,0.86077478,0.118544259,0.020680961
17,0.006360767,0.006369995,0.99855129,-7.796499078,-14.94982612,-11.44944125,-13,-11.62259192,-8.226418785,-4.171359692,0.710596068,9.969646068,-12.25675469,-2.467195406,-2.463811763,2.02E-08,2.78E-07,5.77E-07,2.20E-06,6.92E-05,1.08E-10,-6.019496815,-4.135258822,-10.54273308,-6.814561089,-7.955853761,-0.496130866,3.969054861,0.597338845,0.100424091,-5.299955586,-25.49062313,-23.87506756,-36.98084888,-33.97431485,9.43E-05,0.000514191,3.65E-05,4.01E-06,8.043059677,0.002424998,0.015746601,2.64E-05,0.001096471,0.000350481,0.378450359,52.93447676,1.817276305,1.10563971,0.004991816,-11.07043696,-10.3688101,-16.0605786,-14.75485747,0.003437069,0.59185469,0.047959532,50.13031242,52.37790814,5.547640751,-25.48141399,2.677499081,0.906680765,0.000155306,0.999844369,3.25E-07
19,0.00455302,0.004072876,1.117888138,-6.001527594,-17.27785875,-8.876984176,-13,-10.62280469,-10.56025047,-4.732733901,-0.490709203,8.768340797,-10.83467935,-6.175482094,-1.307992869,9.63E-09,1.61E-07,1.00E-05,7.97E-05,6.33E-05,1.39E-09,-6.226746149,-4.184176557,-10.50557367,-5.987923654,-7.901121684,-0.54403141,3.000994912,-1.042517982,-3.740525253,-3.807631928,-27.73726292,-23.36560778,-35.32363664,-33.05667484,0.004812277,0.002054963,3.96E-06,2.55E-05,7.888720964,0.001971974,0.015006131,2.74E-05,0.002502589,0.000370191,0.367250273,20.10553021,0.352565809,0.023741629,0.02220069,-12.04614023,-10.14755452,-15.34086047,-14.35633148,0.049204761,0.602821442,62.78303965,50.77035393,213.5626612,5.635550931,-291.6352692,17.5502019,0.931854168,0.007473844,0.992525948,2.08E-07
1,0.000316048,0.000253083,1.24879056,-6.112288442,-13.68335236,-13.58409607,-13,-10.19209592,-10.97112319,-4.997635725,0.35550803,9.61455803,-9.478816066,-3.456499377,2.147611429,2.94E-08,1.48E-06,1.86E-06,1.09E-05,5.78E-05,2.36E-09,-5.302017519,-3.220677357,-8.126831006,-9.256834354,-7.492932345,-0.681577898,3.599827336,-2.022949451,-1.348024422,-4.157168953,-28.61454794,-24.82822643,-32.725062,-32.12391167,0.001852836,0.003890809,2.17E-05,1.03E-05,7.77240212,0.004956841,0.038394969,0.000295416,9.54E-05,0.000556697,0.335909223,36.59191579,0.132264781,0.259752916,0.015651806,-12.42714027,-10.78276173,-14.21231385,-13.95123758,10,0.609741454,83.58157947,223.0538437,52.07249829,5.347835807,-934.7826298,222.641888,0.994969527,0.947615498,0.052203547,0.000180955
8,0.000204978,0.000159934,1.281642094,-6.351841534,-14.88099591,-9.788246162,-13,-5.788590099,-11.87809342,-4.792779521,0.729649694,9.988699694,-5.460868694,-5.134231531,-0.216627104,6.87E-09,4.39E-07,6.12E-07,0.002646211,0.000277108,1.43E-09,-5.273738355,-2.14648539,-11.02827245,-10.10990863,-4.732790486,-0.676707358,3.440542185,-3.006285488,-3.163157079,-2.170835771,-26.14960092,-25.67485719,-29.97870901,-32.9001885,0.000366962,0.00154603,2.17E-06,1.90E-05,7.283247202,0.005098292,0.104660107,1.62E-05,4.07E-05,0.008725078,0.336996582,31.20387186,0.049475114,0.042292011,0.11408223,-11.35662738,-11.1504488,-13.0195879,-14.28837032,0.607257512,0.534413041,63.64455839,111.7024128,82.09775902,4.93019879,-963.3855035,23.50212577,0.996897122,0.97210133,0.00668897,0.0212097
2,0.003256022,0.003080944,1.056826265,-9.192256747,-13.71689165,-8.987246106,-13,-9.814011466,-11.34044837,-5.008919587,0.752955836,10.01200584,-6.014490173,-4.320873777,-3.08209656,7.12E-09,1.22E-06,1.56E-06,0.000206558,0.000579014,2.15E-10,-5.614717894,-2.878483764,-8.792460589,-10.5760588,-6.210963542,-0.408422231,4.963515985,-2.932731587,-1.477061652,-5.534564887,-26.9391948,-24.1961479,-34.33369674,-32.9087824,0.002466072,0.000220744,7.08E-05,6.07E-06,7.233544328,0.003630608,0.053227494,0.000151851,2.55E-05,0.002003281,0.399290501,143.096036,0.053251379,0.228307551,0.003947926,-11.69954365,-10.50825352,-14.91093504,-14.2921026,0.000827758,0.531620765,47.87586865,58.84945923,156.7618413,4.745031161,-725.8477124,0.381075299,0.949847009,0.998902103,0.001063671,3.42E-05
37,0.00357716,0.003420328,1.045852989,-7.041228425,-13.66802559,-12.80609825,-13,-9.308277698,-11.8555025,-4.873224944,0.516660688,9.775710688,-9.044317751,-3.582210462,-0.391493853,3.47E-08,6.26E-07,7.18E-06,3.92E-05,0.003754524,7.60E-10,-6.666105823,-4.789884627,-7.721465068,-7.753957309,-8.898779066,-0.52849894,4.41898293,-3.760528819,-0.557936333,-3.403937292,-27.201718,-23.10705178,-33.76289769,-34.99633599,0.001856919,0.000641162,2.83E-06,7.99E-05,7.676670669,0.001271728,0.008244873,0.000443014,0.000428857,0.000136537,0.370867054,83.01181356,0.023271431,0.572389066,0.033242128,-11.81355603,-10.03526508,-14.66304016,-15.19871561,0.405981409,0.608557937,51.31464669,51.94747228,61.64083287,6.345838899,-96.26970625,15.37970758,0.945254425,0.982927852,0.017069118,3.03E-06
20,0.008734587,0.008020431,1.089042183,-8.683968016,-12.47017493,-7.740167743,-13,-9.59955438,-11.1468008,-5.108229679,0.788889565,10.04793957,-8.320348233,-6.165718372,0.055987417,4.08E-08,1.26E-06,2.58E-06,0.006495719,0.000174283,6.24E-10,-8.309370193,-4.204229131,-12.35673967,-6.285415028,-5.7341835,-0.582337352,4.1690753,1.262880916,-1.396130121,-3.213584929,-26.87295078,-24.67198965,-32.87629456,-33.43506468,0.000560908,0.002401146,2.57E-05,1.34E-05,7.800732733,0.000246138,0.0147126,4.30E-06,0.001859818,0.003223099,0.358394946,64.65563741,3.535592573,0.247553113,0.040212197,-11.67077424,-10.71490896,-14.27799331,-14.52066409,1.137594325,0.611509099,52.57558377,51.92122031,53.18725361,5.555860414,-77.11188137,34.52308865,0.876239056,0.004319955,0.995652052,2.80E-05
47,0.033917313,0.035090412,0.966569249,-10.64973278,-10.0995004,-8.50768977,-13,-9.299693411,-9.11636849,-4.657090327,0.026982214,9.286032214,-5.484602155,-5.122858923,-1.878149204,2.86E-08,2.60E-07,3.44E-06,0.007933457,5.35E-06,7.27E-09,-6.916871222,-3.80237827,-9.719319836,-10.96750481,-6.932633514,-0.383484032,8.19726503,-1.56995361,0.885601527,-4.539443613,-26.74996176,-23.33707947,-32.86154524,-33.99193014,0.001290609,0.000873465,3.34E-06,8.74E-05,7.618113624,0.000989945,0.021830428,6.01E-05,1.73E-05,0.000974478,0.405286867,3631.006022,0.208054834,2.42444232,0.010679347,-11.61736078,-10.13516484,-14.27158777,-14.76250769,0.013238866,0.560790882,45.67450043,72.70518869,111.3107234,5.414327227,-381.5646254,1.392775608,0.653616717,0.99937708,0.000576506,4.64E-05
26,0.028357755,0.024142698,1.174589324,-6.33245929,-13.02533451,-9.175410757,-13,-14.13595515,-10.49678753,-4.897812601,0.56459743,9.82364743,-6.839806207,-3.900435582,-1.143907296,2.75E-07,1.02E-06,7.65E-06,6.24E-05,4.07E-05,1.22E-09,-4.354480826,-3.228744816,-5.892968154,-7.94271025,-9.333413293,-0.603968446,3.686700939,-4.415670614,-0.199639614,-1.382532849,-26.38920007,-22.4038414,-31.82980984,-32.66156632,0.000473082,0.002387868,7.34E-05,4.46E-06,8.118636776,0.012686104,0.038098219,0.002751186,0.000355116,8.84E-05,0.353436302,39.91295426,0.012086446,0.819025866,0.250942149,-11.46068397,-9.729864695,-13.82351077,-14.18473802,0.071794753,0.582534673,49.59228425,63.28364209,6987.17849,5.525459197,-2012.202789,22.69699053,0.681033181,0.997452558,0.00224422,0.000303222
38,0.003350687,0.002956967,1.133149783,-7.641765162,-12.43391119,-14.14448769,-13,-9.711631088,-10.4819905,-4.40204249,0.338308384,9.597358384,-9.225665546,-4.337760179,-3.609507152,7.05E-09,3.74E-07,6.66E-06,0.012132828,0.003806771,3.07E-09,-4.675018591,-3.575242408,-6.694575854,-7.782089378,-5.994184086,-0.56725448,3.45659186,-3.17206246,-1.796426224,-5.681899533,-27.44577932,-27.03727877,-32.40090855,-32.65634615,0.001306021,0.000678252,2.71E-06,8.03E-06,7.702605536,0.009239193,0.027245525,0.001236077,0.000416966,0.00248701,0.36187058,31.70872436,0.041917056,0.165890686,0.00340708,-11.91955051,-11.74214098,-14.07153579,-14.18247093,0.00024575,0.587454649,48.35093842,53.58007049,50.71432454,6.01412366,-1232.855161,0.011689551,0.948945764,0.999215891,0.000720872,6.32E-05
24,0.000218004,0.000202866,1.074623711,-8.880080498,-15.37835326,-9.648049948,-13,-10.64341669,-9.517387403,-4.890546624,0.883032827,10.14208283,-7.772957825,-4.622111128,-4.636027484,1.22E-08,1.39E-07,4.82E-06,0.001209848,0.018289469,1.64E-09,-4.988319659,-2.815207858,-9.214135833,-6.130951464,-9.111139573,-0.58561081,2.953052416,-5.975688472,1.168373461,-2.194194316,-27.2092653,-24.23342588,-33.41291562,-35.30818818,0.000511554,0.00037958,6.88E-06,1.59E-05,7.389723163,0.006770952,0.056507883,9.96E-05,0.002169793,0.000110417,0.357642571,19.16436214,0.002539753,3.216756202,0.111448317,-11.81683378,-10.52444314,-14.51104488,-15.33415129,2.31E-05,0.566648784,45.507428,50.1371287,2805.533111,4.660210779,-1635.028691,0.012603912,0.996496775,0.926586455,0.057369217,0.016044329
31,6.40E-05,0.000122672,0.521403184,-7.490939473,-6.34807899,-12.38345823,-13,-8.965883546,-10.87355156,-5.183569251,0.567081606,9.826131606,-12.6076948,-3.949078052,-5.518252412,2.84E-08,3.27E-07,2.70E-05,2.79E-05,0.004420704,2.64E-10,-6.669922515,-5.508579707,-10.78657182,-12.18683681,-4.001797714,-0.415114803,5.072018207,-2.713252804,-0.964007833,-4.650712675,-28.21561397,-23.78144769,-33.32160102,-33.33470822,0.000251497,0.001013477,8.16E-06,1.17E-05,7.618772266,0.00126689,0.004035507,2.07E-05,5.10E-06,0.017954485,0.397686324,159.4958985,0.066320727,0.381361386,0.00955479,-12.25388545,-10.3281515,-14.47138745,-14.47707984,3.03E-06,0.568980994,39.11945315,82.92535256,50.27408464,5.959902158,-5.71379497,0.030819522,0.998967191,0.974480212,0.013787508,0.01173228
36,0.001312255,0.000889837,1.47471475,-12.30581055,-20.73741871,-14.16904185,-13,-6.870256207,-8.663775184,-4.127723761,0.245727968,9.504777968,-9.140433434,-6.888347921,-0.155226306,1.61E-07,2.78E-06,9.25E-07,0.001898995,0.0001597,4.86E-08,-5.712813791,-7.091280171,-10.80239559,-8.270797907,-9.64621608,-0.410224,7.232908198,-3.171650298,-2.329620375,-2.892826871,-28.51293095,-22.24886576,-33.75847754,-32.36680188,0.003981432,0.000983019,1.38E-06,6.65E-06,7.833570692,0.003292488,0.000831639,2.04E-05,0.000255816,6.47E-05,0.398858411,1384.242307,0.041934337,0.09733269,0.055419328,-12.38300858,-9.66255963,-14.66112051,-14.05672345,0.699477411,0.586626546,152.5410644,49.80733057,50.03846091,6.746061983,-47.60746583,20.17386074,0.979248576,0.840125057,0.159874199,7.44E-07
29,0.000323277,0.000267708,1.207574529,-9.15868495,-16.67714665,-11.45762855,-13,-8.628829699,-9.31259891,-4.955611291,0.28541647,9.54446647,-9.374778749,-5.52418641,-4.195248786,3.81E-09,1.18E-07,9.42E-06,8.45E-05,0.001318623,1.38E-08,-4.43474162,-4.569608376,-11.50397924,-9.443047826,-8.483418885,-0.398324788,5.385524136,-1.245708587,-0.463347554,-3.035098767,-27.09544532,-25.1141345,-32.97552546,-32.51822822,0.000702861,0.000324176,7.45E-06,2.20E-06,7.437924074,0.011719162,0.010255747,1.01E-05,7.92E-05,0.000206827,0.401714894,218.2244535,0.287736949,0.629173923,0.048069915,-11.76740239,-10.90693003,-14.32108874,-14.12248708,6.38E-05,0.56596407,54.05184352,50.05582415,1259.856693,6.829041229,-896.3849154,0.214726689,0.994882971,0.924363056,0.072418544,0.0032184
56,0.000559332,0.000410965,1.361020047,-9.834799005,-14.6191505,-12.3521089,-13,-9.664508676,-11.31690156,-4.652201319,0.827699749,10.08674975,-10.34608261,-3.318612329,-1.876546337,1.66E-08,3.24E-07,4.85E-06,0.000332742,3.50E-05,1.26E-09,-5.725353009,-5.284408931,-11.5023074,-8.537519479,-8.207483081,-0.543300162,5.911839623,-2.682014912,-0.757615759,-1.030860182,-27.07499793,-24.09480932,-34.76250619,-32.73770059,0.000316826,0.000533188,2.20E-05,4.03E-06,7.833856993,0.003251594,0.005044453,1.01E-05,0.000195937,0.000272532,0.367420215,369.3850599,0.068425145,0.468782787,0.356700002,-11.7585222,-10.46424273,-15.09716462,-14.21780272,0.013287818,0.613755169,110.1537143,50.69524093,115.5415108,6.48141851,-210.0751787,3.251520802,0.991039232,0.931411011,0.068561518,2.75E-05
43,0.034562864,0.035960463,0.961135107,-6.101776236,-12.5969037,-12.5290455,-13,-6.995274088,-10.15981467,-4.596101357,0.616347627,9.875397627,-10.0794035,-5.33878357,-2.592670379,3.44E-08,1.47E-07,1.33E-06,0.005721225,0.005385735,1.39E-10,-6.096607449,-5.19447032,-7.555878548,-9.03811606,-12.4612179,-0.493461457,7.187214213,2.899813142,-0.991413087,-3.471986078,-27.79620245,-26.24470679,-36.32742705,-34.22982264,0.000274371,0.001311922,4.08E-06,7.29E-06,7.508286564,0.002245436,0.005516553,0.000522753,0.00011878,3.87E-06,0.379078476,1322.414105,18.1707497,0.371051992,0.031055291,-12.07173734,-11.39793134,-15.77680111,-14.86582309,0.002554639,0.602464132,46.91513395,60.64283237,122.6780897,6.371906549,-274.9157746,0.559645026,0.642068209,0.983919745,0.016080254,6.26E-10
64,0.000664955,0.000624291,1.065137002,-8.419473139,-15.12050089,-8.170413211,-13,-11.14866582,-10.93623485,-4.465894928,0.723988035,9.983038035,-8.292083765,-1.896897924,1.945966778,1.91E-08,1.45E-07,3.60E-06,0.001459762,5.39E-06,1.96E-08,-5.120831017,-5.738779915,-11.74582543,-6.861721448,-6.229364634,-0.62319697,4.896978639,-1.713591676,-2.896855059,-5.481829695,-28.38869912,-23.67074499,-31.89029987,-30.7732455,0.000328312,0.000201443,7.61E-06,1.92E-05,7.428320578,0.005935617,0.003208366,7.92E-06,0.001046015,0.001966828,0.3490547,133.8846541,0.180217347,0.055196537,0.004161708,-12.32905538,-10.28007393,-13.84978126,-13.36465071,10,0.628730554,85.79295344,50.97064248,88.07091206,7.272681745,-306.8717651,10.74724675,0.989392135,0.045933786,0.953869155,0.000197059
62,0.00570471,0.005402791,1.055882135,-8.885957989,-12.37339382,-8.18064061,-13,-7.40476642,-8.978479167,-3.983290062,0.607957334,9.867007334,-9.40572674,-4.679730424,-4.107752694,4.43E-08,1.25E-06,2.09E-06,0.002094799,0.000437693,2.27E-08,-5.449036758,-5.38451086,-9.98566622,-5.884924039,-4.872867131,-0.542049041,3.262098927,-0.294151612,-1.603052046,-1.816522154,-27.10537731,-23.94941896,-33.53196504,-32.79210951,0.001159128,0.000121318,4.00E-05,1.98E-06,7.572592726,0.00428203,0.004566138,4.61E-05,0.002773345,0.007593297,0.367711052,26.10427065,0.745163507,0.20128126,0.162590233,-11.77171579,-10.4011005,-14.56274739,-14.24143221,7.80E-05,0.602978038,46.63275063,50.04311739,65.77880561,7.114601054,-424.7617367,0.008380591,0.915114248,0.022413756,0.977535418,5.08E-05
45,0.000431844,0.000343855,1.255890404,-10.18093957,-12.93336475,-8.11511175,-13,-4.436759011,-7.778599364,-4.61155138,0.703872912,9.962922912,-4.947701533,-7.048118659,0.066911949,6.75E-08,2.73E-07,1.68E-06,5.17E-05,0.001728875,1.23E-09,-4.676856764,-2.619432983,-10.27754456,-7.330977534,-4.558134947,-0.368397844,4.699890815,-0.656982521,0.966214046,-1.602945566,-27.66139655,-26.84413507,-34.57608864,-30.82701392,0.001159171,0.000487818,5.93E-06,3.01E-06,7.701166131,0.009222382,0.06789817,3.44E-05,0.000654504,0.010372865,0.408928216,109.9351685,0.518413278,2.627976205,0.201302693,-12.01319188,-11.65825973,-15.0162045,-13.38800204,1.166573077,0.492839463,48.99677637,57.35164462,83.84366765,4.602185006,-1954.060276,22.79297157,0.993085036,0.813326358,0.178274614,0.008399029
71,0.00040022,0.000359469,1.11336466,-6.883582692,-11.16809063,-9.452584186,-13,-7.452227511,-9.957650848,-4.379490877,0.812618301,10.0716683,-5.978778585,-5.816744973,1.19351056,2.09E-08,7.73E-07,6.58E-06,0.003705523,0.000484153,2.64E-09,-5.915226573,-3.471325282,-10.51360018,-7.605552186,-4.621606803,-0.436798136,6.357804141,-3.65801247,-1.020286924,-5.003951585,-28.8288298,-23.99804291,-31.40855293,-30.37977659,3.92E-05,0.000151122,5.79E-05,2.30E-05,7.285431652,0.002690789,0.030139218,2.72E-05,0.000497433,0.009741154,0.392504173,576.9780018,0.025783708,0.360491492,0.006711374,-12.5202017,-10.42221761,-13.64056122,-13.19376934,10,0.554350033,46.28395957,52.78137859,66.82413848,5.081619323,-407.6114305,5.933277773,0.99356713,0.879356865,0.102761961,0.017881174
72,0.000178478,2.73E-05,6.526886432,-10.3042552,-16.77072189,-9.463306864,-13,-8.167796142,-8.774702313,-4.311492066,-0.053803573,9.205246427,-7.950153742,-1.817641512,-1.66284134,5.19E-09,5.66E-07,1.79E-06,1.35E-06,2.10E-05,2.40E-09,-6.885306781,-4.167822535,-14.67219591,-8.550007923,-5.267217609,-0.44905526,6.405462816,-4.716507379,0.313877767,-1.693464632,-27.33577115,-24.98942382,-32.28118936,-33.80670102,0.00093619,0.000317076,3.68E-05,2.80E-05,8.010870524,0.001021658,0.015249786,4.25E-07,0.000193506,0.005131474,0.38958541,605.1418034,0.00894637,1.368722423,0.183881338,-11.87177457,-10.85276887,-14.01954241,-14.68206371,0.021734951,0.578767741,2708.527915,50.01508816,62.54838256,5.583475435,-261.3301454,5.017462243,0.997181604,0.649380092,0.094056771,0.256563138
73,0.002307456,0.000164318,14.04262214,-7.003351287,-12.88660821,-13.65689671,-13,-9.906114744,-10.48846066,-5.007056829,0.671611871,9.930661871,-9.813160314,-8.113959766,1.156798155,3.21E-08,2.57E-07,6.60E-06,0.000783689,0.000902671,6.90E-10,-5.738803011,-3.861110632,-10.88253145,-8.081952707,-6.588940786,-0.362518579,4.237274038,-2.314876375,0.310739713,-3.778912352,-27.16897614,-25.58535261,-30.25529123,-31.91258578,0.000121144,0.037296778,1.37E-06,1.82E-05,7.851944531,0.003208292,0.020610866,1.88E-05,0.000308971,0.001373607,0.410350026,69.21890632,0.098778395,1.36443403,0.022847528,-11.79933642,-11.11157745,-13.13970603,-13.85945991,10,0.554079438,892.7965914,62.73407894,56.71395906,5.82486493,-606.6608033,233.5809074,0.964969298,0.918137786,0.054161428,0.027700786
68,0.000573747,0.000286135,2.005161494,-10.733025,-15.14751123,-9.263180622,-13,-8.680430897,-7.840255694,-4.720921783,0.68007672,9.93912672,-9.203901906,-7.864149005,1.965860843,9.72E-09,4.27E-07,2.74E-05,3.75E-05,0.000217352,1.22E-08,-6.093606101,-5.584558332,-11.17654119,-12.07702198,-5.24925563,-0.362595222,6.518998695,-3.352691883,-4.025363082,-4.194912265,-28.41061564,-23.29028853,-31.18951372,-32.65446404,0.000338998,0.001534968,3.59E-06,9.51E-06,7.913903602,0.002252171,0.003741358,1.40E-05,5.69E-06,0.005223993,0.410331481,677.8992612,0.034990038,0.017856939,0.015072065,-12.3385736,-10.11484379,-13.5454337,-14.18165354,10,0.568381307,170.8951856,214.7330029,69.06203641,6.993940709,-277.1197682,55.7153172,0.990814007,0.995842449,0.003504065,0.000653486
49,0.000118927,0.000172169,0.690758467,-6.073741304,-15.24521262,-9.497392778,-13,-10.50862539,-11.269681,-4.724667869,0.711006282,9.970056282,-10.73011409,-1.213081557,-2.155448245,5.39E-08,9.94E-07,9.11E-06,0.011063553,1.68E-05,3.41E-09,-7.917324254,-6.414795197,-9.683780252,-9.849568758,-8.4189652,-0.380627623,4.316893701,-1.708070072,-3.556937273,-4.134328052,-28.19871451,-25.78903659,-32.7923733,-33.8455856,0.000302207,0.007268451,6.99E-06,1.50E-05,7.968573689,0.000364243,0.001634479,6.23E-05,5.28E-05,0.000220594,0.405975531,74.9554323,0.181215188,0.028526059,0.016013422,-12.24654611,-11.20003629,-14.24154677,-14.69895106,0.0069912,0.581640053,43.79365744,74.4023622,103.2683918,6.617675426,-57.22547703,6.298904406,0.997959159,0.972431044,0.027544477,2.45E-05
70,0.000387168,0.000397158,0.974845876,-9.550231724,-15.9621144,-13.40495707,-13,-12.81518777,-12.20844727,-4.527738621,0.629960834,9.889010834,-11.19865877,-8.284540105,-1.925838475,2.16E-08,5.06E-06,3.43E-05,7.42E-05,0.000147126,6.76E-11,-5.766458578,-2.756245513,-10.37981373,-6.827149652,-6.141471806,-0.511602532,5.888323315,-2.710757702,1.107346859,-3.48883278,-28.33733554,-26.3869879,-34.09029661,-33.83697462,0.000554652,0.000181854,5.20E-06,2.86E-06,7.308522081,0.003121054,0.059734895,3.11E-05,0.00108277,0.002147134,0.37481793,360.7998293,0.066486411,3.026318484,0.030536494,-12.30674846,-11.45972324,-14.80522771,-14.69521136,0.011862098,0.549015117,48.56197431,50.2445657,51.15425438,5.804177497,-282.2451152,1.814630299,0.99388028,0.951967514,0.046508768,0.001523718
53,0.000329661,0.000292716,1.126214903,-6.425486063,-14.59173584,-14.2749479,-13,-8.915292104,-9.590748669,-4.755457072,0.754537414,10.01358741,-9.468436665,-3.402553363,-0.802496807,5.02E-08,4.88E-07,1.59E-06,1.01E-05,0.000314119,1.01E-09,-7.066489389,-4.249931697,-9.531743502,-7.945478065,-9.099258571,-0.479608321,3.591841854,-0.365848503,-1.655954635,-3.883702747,-27.594741,-25.59983267,-36.30621524,-34.11358167,0.000864845,0.001255154,2.07E-06,3.11E-05,7.941213151,0.000852496,0.014064574,7.25E-05,0.000354135,0.000111736,0.382344619,36.30087532,0.693607873,0.19090972,0.020574502,-11.98424374,-11.11786607,-15.76758894,-14.81534028,0.157580761,0.59214994,49.71575023,61.30341423,50.04066908,5.660071138,-162.9878563,23.2642478,0.994727599,0.576998032,0.423001321,6.47E-07
83,0.001440143,0.002232152,0.645181304,-4.788451148,-16.09941316,-10.88325313,-13,-10.28397572,-10.4204301,-5.22984953,0.367487258,9.626537258,-10.4293225,-2.89899634,-0.209223677,2.82E-08,1.47E-06,5.77E-06,0.014798254,0.00024694,1.61E-10,-5.632471965,-2.830853408,-8.012665523,-8.706360032,-7.670344287,-0.421812569,3.930705472,-6.517962075,-1.151966509,-2.27980874,-27.00353822,-23.45076731,-32.15067261,-32.22273439,0.000290658,0.004944087,1.48E-05,4.22E-06,7.732201332,0.003566947,0.055679509,0.000331131,0.000165502,0.00046624,0.3960831,50.94290376,0.001476675,0.316014712,0.102303771,-11.72748764,-10.18453884,-13.9628597,-13.99415574,0.617698182,0.533657571,40.96258869,50.08554199,87.9172404,4.679818571,-540.5889108,39.76409739,0.970654074,0.997808432,0.001918318,0.00027325
86,0.000453236,0.000411485,1.101462424,-11.62344069,-16.22011169,-9.038379567,-13,-10.34155438,-8.269763928,-4.622788766,0.932777212,10.19182721,-7.435271927,-4.242096708,-4.254953834,4.19E-08,4.12E-07,2.31E-06,1.05E-05,0.000535138,7.57E-10,-5.214115316,-4.500448693,-9.345278204,-8.0600233,-3.487584805,-0.392722481,4.91136262,-1.97081433,-1.758814405,-3.822529951,-28.57723677,-24.3081343,-35.73411505,-33.35363235,0.000128833,0.003284301,7.08E-06,3.18E-06,7.813671136,0.005409818,0.010982068,8.74E-05,0.00031582,0.029667552,0.403062091,135.8243654,0.139343339,0.17224896,0.021872395,-12.41093624,-10.55688859,-15.51912898,-14.48529848,5.56E-05,0.540425251,49.7138872,50.39152004,59.44254089,6.952110901,-1208.235644,0.764451108,0.992740441,0.782199239,0.217543613,0.000257148
51,0.004521213,0.026506199,0.17057193,-6.964874187,-13.26062793,-11.85768068,-13,-10.57029405,-9.06305831,-4.865705712,0.454110915,9.713160915,-12.30751752,-1.722277584,1.01953739,4.33E-09,2.53E-08,1.39E-06,0.005129798,0.000333811,2.86E-09,-6.045790933,-4.084936469,-9.006438876,-9.201871982,-7.472452668,-0.474571162,6.261795643,-3.389008984,-1.985998706,-4.42945903,-25.74888437,-22.98935728,-33.14680953,-31.60309588,8.03E-05,0.003673602,1.58E-05,3.59E-05,7.799157576,0.002362214,0.016545838,0.000122603,0.00010084,0.000568209,0.383534883,524.1592984,0.033742099,0.13724348,0.011920937,-11.1825984,-9.98415101,-14.39547647,-13.72505015,10,0.586715413,17.45041988,79.6185533,52.70290442,5.582263586,-19.60585292,111.4035115,0.934510716,0.948297242,0.051664887,3.79E-05
