model_run_id,k_fit,k_eff0,QoI=k_fit/k_eff0,log10_dissolution_rate/FeS,log10_dissolution_rate/pyrite,log10_dissolution_rate/siderite,log10_dissolution_rate/magnetite,log10_dissolution_rate/goethite,log10_dissolution_rate/SOM,log10_equilibrium_constant/FeS,log10_equilibrium_constant/goethite,log10_equilibrium_constant/goethite_dirb,log10_rate_constant/goethite_dirb,log10_rate_constant/abiotic_fe_reduction,log10_rate_constant/sulfate_reduction,sorption_site_density/illite_str,sorption_site_density/illite_w,sorption_site_density/goethite,half_saturation_constant/sulfate,half_saturation_constant/acetate,inhibition_constant/Fe3,logit_initial_mineral_fraction/goethite,logit_initial_mineral_fraction/SOM,logit_initial_mineral_fraction/FeS,logit_initial_mineral_fraction/pyrite,logit_initial_mineral_fraction/siderite,logit_initial_mineral_fraction/illite,log_ssa/FeS,log_ssa/pyrite,log_ssa/siderite,log_ssa/illite,log_tce_intrinsic_rate_constant/FeS,log_tce_intrinsic_rate_constant/pyrite,log_tce_intrinsic_rate_constant/siderite,log_tce_intrinsic_rate_constant/illite,groundwater_concentration/acetate,groundwater_concentration/sulfate,groundwater_concentration/Fe++,initial_concentration/Fe++,initial_concentration/pH,initial_mineral_fraction/goethite,initial_mineral_fraction/SOM,initial_mineral_fraction/FeS,initial_mineral_fraction/pyrite,initial_mineral_fraction/siderite,initial_mineral_fraction/illite,ssa/FeS,ssa/pyrite,ssa/siderite,ssa/illite,log10_tce_intrinsic_rate_constant/FeS,log10_tce_intrinsic_rate_constant/pyrite,log10_tce_intrinsic_rate_constant/siderite,log10_tce_intrinsic_rate_constant/illite,rate_constant/sulfate_reduction,porosity,Variation of normalized volume of FeS,Variation of normalized volume of Pyrite,Variation of normalized volume of Siderite,average_pH,integrated_dirb_rate,integrated_sulfate_reduction_rate,tce_flux_reduction,tce_removal_contributions_FeS,tce_removal_contributions_pyrite,tce_removal_contributions_siderite
380,0.002038731,0.005793655,0.351890238,-9.412793293,-17.45793644,-11.13218181,-13,-10.6601928,-8.991020481,-4.014569432,0.686656517,9.945706517,-10.74491506,-5.330264993,-5.67765426,3.81E-08,1.27E-07,5.23E-06,0.00501393,0.000102657,1.45E-11,-5.44318241,-3.538506695,-7.578680783,-9.293246173,-7.145233456,-0.492320235,5.227403511,-1.626013708,-0.620353273,-3.712549051,-27.73060485,-22.2926603,-34.38538365,-34.61634689,0.000337026,0.000637929,1.58E-05,4.38E-06,7.717453361,0.004307064,0.028236234,0.000510974,9.20E-05,0.000787993,0.379347132,186.3084272,0.196712165,0.53775443,0.024415208,-12.04324866,-9.681579356,-14.93338238,-15.03368844,2.10E-06,0.576668603,7.416385412,57.96516691,264.9530927,5.280421829,-535.5758515,0.000660655,0.961672264,0.773794829,0.226085738,0.000119433
392,0.000538243,0.000492271,1.093387491,-11.02103713,-14.48050694,-11.05042992,-13,-6.580570191,-10.69725583,-4.213509488,0.571820594,9.830870594,-5.274927462,-5.111689751,-0.754302139,7.92E-08,7.79E-08,4.80E-07,0.000685572,2.22E-05,7.44E-10,-6.315503426,-5.247843703,-10.73076315,-6.48642326,-6.396504466,-0.461280402,5.808608706,-0.165150026,-1.043384285,-5.071513357,-29.04463891,-26.15486618,-28.69595304,-33.06158349,0.000542198,0.001106791,1.15E-05,1.59E-06,7.555171129,0.001804792,0.005231335,2.19E-05,0.001521671,0.0016646,0.386682121,333.1552861,0.847766507,0.352260512,0.00627292,-12.61392641,-11.35891406,-12.46249406,-14.35846327,0.176075066,0.593023581,57.93331331,50.99711247,112.8809757,6.292377701,-341.996773,16.13208864,0.991336494,0.21828347,0.735064784,0.046651746
363,0.000379554,0.000355256,1.068395096,-8.833980455,-13.52627719,-10.8090709,-13,-6.101998707,-11.51357992,-4.911738066,0.179630316,9.438680316,-11.27410407,-6.011121816,-1.918572851,3.11E-08,1.26E-07,6.46E-06,0.001493079,9.67E-05,1.23E-10,-5.76023531,-4.253082876,-11.8482258,-6.149486886,-7.097802236,-0.631804353,4.057709073,-2.806120916,-0.965430264,-3.08878128,-28.03818249,-23.86820307,-33.75979965,-31.21080931,0.001029564,0.00012057,5.15E-06,9.25E-07,7.819337933,0.003140477,0.014020944,7.15E-06,0.00213003,0.000826237,0.347101519,57.84164821,0.060438986,0.380819312,0.045557442,-12.17682794,-10.36582889,-14.6616947,-13.55468226,0.012062217,0.622723643,47.43338688,50.04247926,102.6320386,5.827114351,-241.2576051,0.433382357,0.993905536,0.044035579,0.955774773,0.000189648
368,4.33E-05,3.29E-05,1.317789061,-13.21019817,-10.68842907,-8.675670864,-13,-11.32119455,-10.24345886,-4.247707728,0.7923453,10.0513953,-8.717615975,-5.194173402,2.371347174,2.41E-08,1.69E-07,1.84E-05,0.002486124,0.000137452,2.34E-09,-4.638005712,-4.679444285,-11.11551176,-9.345808581,-5.781556471,-0.634778987,1.849048327,-2.683287928,-0.923245226,-4.624429536,-27.56691497,-23.34011074,-32.94244114,-31.92667305,0.003559133,0.001883753,3.68E-06,2.71E-06,7.309922959,0.009584231,0.009198769,1.49E-05,8.73E-05,0.00307443,0.346427708,6.353769934,0.068338094,0.397227853,0.009809249,-11.97215905,-10.1364813,-14.30672041,-13.86557793,10,0.621562662,103.6214295,84.29220786,142.1582106,7.117899569,-966.8722965,86.86816187,0.999314797,0.180498629,0.795442891,0.024058481
376,1.28E-05,1.04E-05,1.232903609,-5.23665558,-10.65103932,-11.03711252,-13,-9.958562831,-9.615297946,-4.747870476,0.112908853,9.371958853,-10.2697384,-2.983380611,-0.261325035,5.23E-08,9.05E-07,1.16E-05,8.43E-05,0.041470789,3.49E-10,-5.38072907,-4.344315886,-11.33653522,-11.16088803,-9.047709533,-0.552262815,3.762984912,-2.176167617,-0.594783593,-4.769253911,-28.90509307,-24.77874491,-32.45249049,-32.57851029,0.000487638,0.000338044,3.07E-06,3.88E-06,7.691601162,0.00458336,0.012814054,1.19E-05,1.42E-05,0.000117646,0.365339578,43.07681477,0.11347558,0.551681941,0.00848671,-12.55332242,-10.76127218,-14.09393754,-14.14866725,0.547866777,0.607069262,49.56311854,121.9785003,1965.387373,6.589815787,-838.1573746,5.271405594,0.999797431,0.751370745,0.157828543,0.090800712
379,0.000230404,0.000219135,1.051425399,-10.46540796,-18.24735771,-9.360350147,-13,-9.23580162,-11.52001709,-4.890470938,0.993207456,10.25225746,-7.224590446,-7.474933413,-0.383703569,8.47E-09,6.38E-07,5.70E-07,0.000157923,0.000449509,3.59E-09,-5.44885214,-4.560248361,-9.588109891,-6.939705329,-7.738482419,-0.494381307,2.562163904,-2.478910209,-1.431880188,-3.346960048,-28.63507473,-24.00900301,-33.01464266,-32.99048514,0.000434777,0.001111271,1.73E-06,2.48E-05,7.443638154,0.004282818,0.010351193,6.85E-05,0.000967618,0.000435543,0.378861988,12.96383948,0.083834538,0.238859399,0.035191171,-12.43605495,-10.42697752,-14.33807713,-14.32758565,0.413329527,0.59498234,79.94427615,49.9378354,261.7135866,7.04987367,-435.3513968,25.81853969,0.996319321,0.095140433,0.904298557,0.00056101
383,0.003542396,0.002704217,1.309952497,-7.10372743,-17.86571777,-12.31801492,-13,-11.02104539,-9.179145995,-4.690410311,0.405372129,9.664422129,-8.196461011,-5.552831756,1.850344134,1.87E-08,2.31E-07,9.08E-06,0.00037466,0.000410976,4.56E-09,-5.915863349,-3.056142052,-9.83616775,-6.505900192,-5.703935756,-0.529199811,5.523449123,-1.519288514,-2.631270273,-4.096545888,-27.99702232,-23.11492554,-33.58780034,-34.56573646,0.001600172,0.002295041,4.97E-05,1.43E-05,7.488499054,0.00268908,0.044953043,5.35E-05,0.001492364,0.003321752,0.370703539,250.4975457,0.218867553,0.071986961,0.016630018,-12.1589523,-10.03868461,-14.58699635,-15.01170861,10,0.566736722,341.8923529,50.4535074,50.43462874,4.848644404,-744.22051,133.9140078,0.946035954,0.230274754,0.769712589,1.27E-05
409,0.003987805,0.003740485,1.066119805,-8.388245885,-20.39989925,-11.2331847,-13,-9.200268307,-8.822570129,-4.948259947,0.780426369,10.03947637,-8.056019659,-5.049545763,-1.111839246,2.49E-08,9.05E-07,5.47E-06,0.0006351,0.000341158,3.84E-10,-6.351309209,-6.230999789,-8.330420811,-12.1471102,-7.596727319,-0.412061632,5.083889907,-0.686874312,-2.375351598,-2.068133106,-27.20456332,-24.36805093,-30.68341154,-37.28886426,0.000445586,0.000927476,5.60E-06,5.23E-06,7.797822982,0.001741424,0.00196362,0.000241012,5.30E-06,0.00050184,0.398417884,161.4006699,0.503146292,0.092981791,0.126421577,-11.81479173,-10.58291005,-13.32563632,-16.19434798,0.077296665,0.58707892,56.76621272,49.73198807,132.7809908,7.205070132,-183.3445412,8.649876062,0.938954765,0.998683635,0.001235367,8.10E-05
388,7.44E-05,5.69E-05,1.306295612,-8.091177547,-15.21513266,-13.0238297,-13,-7.654650585,-9.800901782,-4.350632068,0.911987162,10.17103716,-7.518963791,-9.588557335,-1.297296545,2.29E-08,2.92E-07,2.41E-06,0.002533905,0.054389761,3.97E-09,-4.523353085,-2.841747919,-12.67634822,-5.97328075,-12.65984051,-0.464284924,3.242743357,-3.706302044,-0.699026666,-3.749176269,-27.15612067,-25.30480597,-34.5639895,-33.86451723,0.000289086,0.000414548,4.19E-06,2.98E-05,7.417868253,0.010736059,0.055109449,3.12E-06,0.00253941,3.18E-06,0.385969814,25.60386604,0.024568208,0.497068883,0.023537126,-11.79375336,-10.9897376,-15.01094991,-14.70717296,0.050431682,0.535588968,47.45608049,50.09921878,77.32566948,5.44923097,-2154.732757,1.541337486,0.998783414,0.15755235,0.842445171,2.48E-06
391,0.012127261,0.011456057,1.058589461,-5.158286417,-15.96488946,-10.71032196,-13,-10.24872199,-10.08395083,-4.702956911,0.015793871,9.274843871,-5.616477368,-2.199866879,0.092965099,6.65E-09,2.96E-07,1.52E-06,0.005500777,0.003324218,9.95E-09,-5.980775526,-3.618650096,-8.799921069,-5.572330949,-5.442118237,-0.496959268,6.44371394,-2.479534389,0.990536853,-4.489510142,-27.06052777,-24.25650226,-33.01965574,-34.40305117,0.000820341,0.003930951,5.76E-06,3.80E-06,7.901725381,0.002520497,0.02611839,0.000150722,0.003787211,0.00431163,0.378255518,628.7375628,0.083782226,2.692679657,0.011226142,-11.75223789,-10.53446508,-14.34025428,-14.94105529,1.238697037,0.574806032,41.64138606,51.40899759,86.77612916,5.299089214,-482.1054332,50.02673893,0.832753301,0.934976438,0.064513889,0.000509673
393,0.004510418,0.004256979,1.059534762,-9.416772783,-14.34992548,-7.499444624,-13,-9.744300335,-10.64356291,-4.76112337,0.554701786,9.813751786,-10.48809723,-4.674279833,-1.969193016,1.87E-08,2.24E-07,5.08E-06,0.00038264,0.000212681,3.24E-09,-5.681046206,-3.95984888,-8.75515463,-9.91738149,-5.721584405,-0.423642745,7.054156454,-2.816372407,-0.880506484,-1.203035834,-28.66289926,-24.79609435,-33.72190531,-34.80110651,0.000235657,0.003496365,4.80E-06,1.77E-05,7.618960073,0.003398401,0.018709284,0.000157622,4.93E-05,0.003263831,0.395645403,1157.660519,0.059822561,0.414572884,0.300281223,-12.44813898,-10.76880695,-14.6452374,-15.11392852,0.010735122,0.568726159,47.91364729,87.25041082,100.8669574,5.604213517,-631.2448961,9.896801696,0.933640096,0.999058985,0.000861792,7.92E-05
399,0.003276882,0.004458367,0.734995958,-9.794436576,-12.64986844,-10.87093229,-13,-10.00920004,-10.21697462,-4.247860871,0.555276276,9.814326276,-10.55358497,-4.467826569,-3.89849073,2.18E-08,9.59E-08,1.20E-06,4.67E-05,0.000287002,1.99E-09,-5.323255287,-3.872835705,-9.332161569,-8.730626872,-9.486523499,-0.54121072,6.589257602,-2.787081388,-2.146874402,-6.722149863,-27.51156608,-24.66976951,-32.90371307,-35.31266847,7.22E-05,0.003050493,5.45E-06,6.25E-06,7.997434542,0.004853184,0.020375509,8.85E-05,0.000161535,7.59E-05,0.367905983,727.2407674,0.06160074,0.11684881,0.001203947,-11.94812134,-10.71394477,-14.28990102,-15.33609706,0.000126331,0.596489389,42.51687626,53.87946034,1664.266713,5.747356474,-872.6435573,0.948188164,0.951720566,0.996906887,0.003076153,1.70E-05
425,0.002309865,0.001961072,1.17785861,-12.62046608,-12.97633557,-9.631646417,-13,-7.477146796,-7.661506791,-4.408637182,0.486548729,9.745598729,-5.199794462,-4.074272687,-0.098328361,5.32E-09,1.94E-07,4.28E-06,0.000132819,0.000196401,3.02E-08,-6.258949187,-3.698647015,-9.600336137,-6.599461701,-9.437935481,-0.549940697,4.586161648,-2.499810598,-1.062646873,-2.913883433,-28.83867558,-22.10089474,-33.29042745,-28.94122495,0.000619957,0.000306607,2.53E-05,6.65E-06,7.92498234,0.001909602,0.024158898,6.77E-05,0.00135925,7.96E-05,0.365878168,98.11709851,0.082100547,0.345539998,0.054264587,-12.52447767,-9.59829663,-14.45784894,-12.56901429,0.797391568,0.596496782,45.61775154,51.96298782,1552.658181,5.370879809,-522.4701812,13.21665937,0.964014389,0.0571166,0.942803183,8.02E-05
426,0.001680046,0.001540077,1.090884462,-9.875765877,-14.71275782,-7.7277269,-13,-8.225864946,-9.410311176,-4.707305729,0.329465097,9.588515097,-7.558049034,-8.054912736,-1.786948145,1.58E-08,3.16E-07,4.40E-06,0.000164631,0.003066386,2.53E-10,-6.450543094,-4.313529698,-7.989285271,-12.0904222,-3.734415663,-0.372559454,5.816065733,0.130724438,0.376821335,-1.781001809,-29.27578218,-23.84170974,-35.84711052,-31.92831643,0.000140397,0.000137308,7.31E-06,8.99E-06,7.589210125,0.001577173,0.013209393,0.000338961,5.61E-06,0.023329842,0.407922712,335.6489201,1.139653693,1.457643856,0.168469289,-12.71431066,-10.35432298,-15.56820229,-13.86629164,0.016332469,0.543566309,49.35909146,106.5454049,54.52319018,5.649331543,-497.4851951,1.055350528,0.973592326,0.985723105,0.01389908,0.000377815
401,0.013345728,0.011524191,1.158061992,-8.70781828,-19.51992832,-6.644543552,-13,-9.037507647,-10.71951389,-4.68389594,0.516145373,9.775195373,-7.76036053,-0.575025671,-3.224424593,4.44E-08,3.63E-07,1.25E-06,0.000455086,1.33E-05,3.85E-11,-6.143226862,-3.137021555,-5.697280291,-10.03738163,-5.744095819,-0.605726338,3.97302773,-0.747843187,-1.644018481,-4.296361055,-27.60108952,-24.51986756,-34.79136428,-35.08732317,0.000290096,3.89E-05,1.27E-05,1.23E-05,7.748357189,0.002143377,0.041605722,0.003343859,4.37E-05,0.00319141,0.353034693,53.14519679,0.473386459,0.193202101,0.013618024,-11.98700087,-10.64884318,-15.10969752,-15.23823084,0.000596452,0.586587239,49.63461758,50.06192864,80.99225411,4.723227086,-402.6925432,0.059596919,0.822566848,0.997280017,0.002716369,3.61E-06
429,0.071552781,0.06369563,1.123354631,-12.49512404,-17.78884684,-11.22047619,-13,-10.50154461,-8.248021558,-4.266879002,0.291198335,9.550248335,-7.775327427,-6.215783345,-1.926515708,1.78E-08,1.08E-06,4.51E-06,4.73E-06,0.001927266,5.29E-09,-6.587635532,-4.202317552,-6.295530015,-7.49420217,-5.775995434,-0.568530479,5.336261779,-2.295586429,-2.712712583,-6.089274467,-26.60984841,-23.50618048,-34.33155827,-32.53014629,0.000166047,0.001266394,1.02E-05,4.53E-06,7.590254494,0.001375398,0.014740336,0.001841135,0.000555991,0.003091522,0.361575978,207.7346987,0.100702321,0.066356565,0.002267053,-11.55651033,-10.20860447,-14.91000631,-14.12766303,0.011843615,0.60676964,50.70466938,50.32663134,66.27579899,5.624062403,-469.3331066,6.839333207,0.482943152,0.996534746,0.003465017,2.37E-07
430,6.27E-05,7.12E-05,0.880075257,-7.631803502,-15.46524867,-9.592610369,-13,-5.957417075,-10.08043876,-4.439392447,0.684191133,9.943241133,-9.184949568,-2.865695285,0.745889939,2.92E-08,1.64E-07,2.83E-06,0.000557698,0.000433613,1.05E-09,-6.524679068,-2.397174276,-8.010239952,-9.875809193,-8.693581029,-0.551997188,2.606827139,-1.729569893,-2.71131949,0.284072806,-29.26994484,-24.91643083,-32.4612126,-29.3672529,0.000147462,0.000430223,3.35E-06,7.05E-06,7.436645318,0.001464641,0.083388426,0.000331935,5.14E-05,0.00016763,0.36540117,13.55597133,0.177360678,0.06644907,1.328529652,-12.71177553,-10.82106842,-14.09772551,-12.75403588,5.570445626,0.539144798,34.00937439,163.0330997,32.07680579,4.187696907,-259.5173238,21.95821767,0.998980469,0.805009348,0.194923455,6.72E-05
414,0.000383476,0.000319855,1.198902973,-8.369790049,-11.415491,-12.12245278,-13,-7.080518657,-9.706955064,-4.568914033,-0.056531555,9.202518445,-9.74900382,-5.476722394,0.432019139,5.72E-08,1.47E-07,4.16E-06,0.000216926,0.003496904,7.89E-10,-5.805087698,-3.478320993,-10.05361866,-6.391271381,-8.434487183,-0.508484019,4.903533513,-3.76509919,-2.954035267,-4.760689548,-27.83736636,-25.65654177,-31.19341779,-30.08975703,0.000994902,0.000507378,2.92E-05,1.15E-06,8.008340111,0.003003145,0.029935398,4.30E-05,0.001673319,0.000217197,0.375548974,134.7651336,0.023165314,0.052128927,0.008559705,-12.0896146,-11.14249451,-13.54712922,-13.06781544,2.704077528,0.579528967,49.76260848,53.25181978,53.45241378,5.441351549,-574.9705983,22.12759933,0.993850834,0.94052962,0.059412973,5.74E-05
419,0.00102747,0.000877457,1.170962373,-10.0500268,-10.45052628,-7.763540857,-13,-10.84002195,-9.427903758,-4.485441385,0.877147627,10.13619763,-8.201558619,-5.991953393,0.974898539,1.97E-08,1.04E-06,4.10E-06,2.02E-05,0.000175601,5.38E-10,-5.871437819,-6.919847184,-9.73381486,-8.00289873,-10.26158072,-0.63147866,5.464481038,-2.512947224,-4.299784484,-2.371738486,-27.79926263,-22.67101187,-36.81930001,-32.86253917,0.000588449,0.000828483,1.33E-05,1.30E-05,7.556178607,0.002810894,0.000987006,5.92E-05,0.00033438,3.49E-05,0.347175332,236.1532687,0.081029076,0.013571484,0.093318353,-12.07306636,-9.845895353,-15.99041882,-14.27201942,9.438403484,0.638548288,68.25336843,53.20455855,1066.389387,7.807069718,-109.9565916,46.32489744,0.983641851,0.743581593,0.256418358,4.98E-08
403,0.002005801,0.001943913,1.031836862,-8.357914891,-13.32399022,-14.56323748,-13,-8.220565484,-11.55726392,-4.572144539,0.448285265,9.707335265,-10.13956976,-5.488654076,0.201755476,2.88E-08,1.57E-07,6.22E-06,0.000242857,2.58E-06,4.68E-09,-3.731252328,-4.29172027,-10.94731851,-5.132847036,-9.616150798,-0.577656416,5.900870829,-2.916490242,0.14786003,-3.887215575,-26.24916128,-24.85400469,-33.80563455,-29.95285479,0.001061453,0.000212317,8.55E-06,1.09E-06,7.55756714,0.023402029,0.013496716,1.76E-05,0.005865137,6.66E-05,0.35947203,365.3554915,0.054123314,1.159350611,0.020502354,-11.3998659,-10.79395709,-14.68160054,-13.00835955,1.591312505,0.587629888,50.036817,50.45953243,50.83449651,6.120840103,-379.1823038,10.10937235,0.968518984,0.824801269,0.175194313,4.42E-06
435,0.00087069,0.000637987,1.364745758,-12.25273737,-15.91751,-14.37452607,-13,-7.906989357,-9.980418914,-4.315872879,0.872734007,10.13178401,-9.220535452,-6.253498553,0.750471921,1.12E-07,1.51E-06,3.17E-06,4.63E-05,0.001132355,6.53E-10,-6.622170756,-4.454130351,-9.835573163,-9.357850814,-9.798087917,-0.58007847,5.622451117,-3.798390972,-1.09189754,-1.711473166,-27.93964508,-23.63548748,-34.57951261,-36.1523757,0.000958461,0.001739406,7.12E-06,5.53E-05,7.608883847,0.001328772,0.011496718,5.35E-05,8.63E-05,5.56E-05,0.358914538,276.5664497,0.022406796,0.335579114,0.180599543,-12.13403368,-10.26476179,-15.01769151,-15.70077727,5.629527195,0.618014572,140.3353154,97.34680864,50.16023585,5.830685302,-255.553715,87.92645153,0.98610161,0.989932679,0.010065972,1.35E-06
406,0.000677952,0.000633132,1.070790822,-7.99638722,-18.46198844,-11.03330958,-13,-9.189267184,-10.0402224,-4.651938579,0.961419288,10.22046929,-8.03058765,-6.324212309,-3.271490244,5.31E-08,6.78E-07,3.12E-06,6.82E-05,1.87E-05,1.07E-09,-5.403558161,-5.06692974,-8.785447835,-7.700744846,-4.924080907,-0.517304358,3.921929202,-3.056504938,-2.253638866,-2.23571155,-27.36667587,-25.03303414,-34.61523398,-31.30285778,0.000610585,4.73E-05,1.02E-05,2.93E-05,7.90139399,0.004480375,0.006262275,0.000152919,0.000452285,0.007216942,0.373482781,50.49777124,0.047051857,0.105016388,0.106916027,-11.88519632,-10.87170859,-15.03320511,-13.5946584,0.000535192,0.597902423,50.25668345,49.98597264,71.24109522,7.122806252,-451.2762871,0.162397406,0.989103746,0.970554052,0.02936573,8.02E-05
407,0.022503475,0.022108403,1.017869774,-8.225815212,-15.22050378,-11.84069868,-13,-7.670857226,-12.29377219,-5.232436253,0.956654121,10.21570412,-8.356200055,-3.873573914,-0.249247297,8.29E-09,7.13E-07,1.33E-05,0.002139951,0.000496903,9.59E-10,-7.376650049,-5.294179581,-7.135534578,-8.936679937,-5.811623806,-0.461165757,4.754417046,-1.116459365,-1.28073122,-5.363027827,-26.27588452,-26.90522085,-32.4897166,-32.89524879,0.000277045,0.000243221,3.94E-06,3.60E-06,7.703618826,0.000625302,0.00499565,0.000795666,0.00013146,0.002983638,0.38670931,116.0959548,0.32743708,0.277834068,0.004686694,-11.41147165,-11.68478895,-14.11010464,-14.28622503,0.5633168,0.593708974,50.31023827,52.13573063,54.5132391,7.380008385,-109.4687308,2.978148534,0.731383403,0.999719123,0.000264781,1.61E-05
411,5.88E-05,8.50E-05,0.692308639,-8.499331885,-13.64650528,-10.93760792,-13,-9.105035181,-8.832599328,-4.451903482,0.438275947,9.697325947,-9.730135822,-7.480315607,-3.503985961,7.03E-08,1.92E-06,4.44E-06,0.000803958,5.53E-05,2.17E-08,-6.606535476,-3.426618908,-11.40013198,-9.153062154,-7.700561237,-0.576703741,3.666295812,-2.602730216,-0.146757302,-2.432895363,-26.67688132,-24.23126286,-35.57116323,-32.19595215,0.000146351,0.001659161,9.93E-06,4.01E-05,7.56792211,0.001349682,0.031473836,1.12E-05,0.000105884,0.000452368,0.359691415,39.10677838,0.074071072,0.863503523,0.087782303,-11.58562235,-10.52350375,-15.44835991,-13.98252436,0.000313339,0.596865615,37.14891296,52.12053429,136.521264,5.027802186,-260.3973223,0.871529739,0.999088116,0.789839326,0.209894092,0.000266582
413,4.87E-05,0.00014918,0.326436068,-8.873381444,-12.60118905,-11.70705364,-13,-11.05938214,-10.24604323,-4.413005916,0.136333125,9.395383125,-12.18870482,-3.366707002,-2.159307598,2.00E-08,5.56E-07,3.02E-06,0.016671525,0.000290223,1.89E-11,-5.181830411,-4.313622981,-10.85926173,-10.00836053,-6.428824624,-0.452113126,3.991132365,-2.208015048,-1.954675392,-5.736704427,-26.84878873,-25.1307293,-30.83434066,-31.03960618,0.000369253,0.001657699,2.86E-05,5.12E-06,7.84541998,0.005586332,0.013208177,1.92E-05,4.50E-05,0.001611745,0.388858469,54.11613389,0.109918615,0.141610437,0.00322538,-11.66028079,-10.91413706,-13.391184,-13.48032968,0.006929348,0.580621077,9.108378647,56.91593537,51.62511943,5.631081417,-67.89793048,1.332971961,0.999087485,0.864149876,0.121171052,0.014679072
441,0.047753147,0.041788367,1.142737809,-5.597259857,-18.19845472,-9.123487246,-13,-13.24335414,-9.180422843,-4.448353256,0.299942924,9.558992924,-9.389718218,-6.204642567,-2.396047497,4.01E-08,8.04E-08,1.48E-06,8.21E-05,4.16E-05,4.59E-10,-6.207351318,-3.993770816,-7.712666425,-9.80720354,-6.864482467,-0.633064477,6.451728087,-1.769608886,0.767184551,-4.859515906,-26.69053267,-25.75965509,-33.80193068,-34.35903797,0.000513461,0.000764941,3.15E-06,2.11E-06,7.441448651,0.002010516,0.018096565,0.000446928,5.51E-05,0.001043133,0.346816002,633.7966026,0.170399621,2.153694093,0.007754237,-11.59155106,-11.18727606,-14.67999197,-14.92194059,0.004017469,0.621481756,46.85817892,50.17466834,176.1891744,5.587885605,-407.9146113,3.068278202,0.56858715,0.999884536,9.57E-05,1.98E-05
416,0.000119074,9.22E-05,1.291366426,-10.00624544,-13.53987316,-12.84786515,-13,-10.0679655,-10.42897234,-4.669519867,0.896756184,10.15580618,-7.835614694,-8.252945742,1.995778366,1.68E-08,1.43E-07,3.56E-06,0.000752111,0.001040335,5.87E-09,-7.622650179,-3.768949815,-10.92820792,-8.635469387,-6.820434404,-0.297814964,3.987769678,-2.097243853,1.12793073,-2.790156553,-29.10442616,-23.78529296,-33.05734971,-33.70158663,0.000125233,0.002037357,1.83E-05,2.71E-06,7.851964677,0.000489004,0.022555781,1.79E-05,0.000177659,0.001090057,0.42609172,53.93446391,0.122794402,3.089257373,0.061411599,-12.63989168,-10.32982148,-14.35662456,-14.6364131,10,0.539527879,138.0111177,60.06564584,58.21744928,5.343241471,-119.4179244,98.39835165,0.998111531,0.174200523,0.814926279,0.010873198
450,0.000661753,0.000566254,1.168649724,-9.400398817,-15.68492608,-11.05775601,-13,-7.737493197,-11.89528882,-4.413865166,0.693701669,9.952751669,-8.221913245,-6.255935972,0.642962356,1.33E-08,1.52E-07,4.01E-06,0.000220113,1.26E-05,8.98E-09,-6.147549697,-4.144515618,-10.37861925,-10.55834347,-8.315580733,-0.319950895,7.291231278,0.366677237,-2.090380411,-2.05847946,-29.42624145,-24.70719867,-30.11346267,-34.52788108,0.000203841,0.00067874,1.85E-05,1.04E-05,7.487105727,0.002134152,0.015603775,3.11E-05,2.60E-05,0.000244615,0.420687715,1467.376334,1.442932119,0.123640093,0.127647916,-12.77965429,-10.73020005,-13.07811067,-14.99526822,4.395035181,0.551222643,84.3699169,90.51980311,281.0927621,6.656524229,-326.2842982,36.57609165,0.989402497,0.910252539,0.08835662,0.001390842
428,0.017968385,0.01673429,1.073746433,-7.049275043,-13.28002386,-10.69351355,-13,-9.131426732,-10.53390698,-4.742063793,0.85645233,10.11550233,-9.562237965,-6.262367018,-1.674755517,2.69E-08,2.47E-07,1.44E-06,0.001674958,0.000362126,9.67E-10,-6.403861458,-2.63684332,-8.967303596,-7.097196278,-9.861865856,-0.390850566,4.564250459,-1.257231148,-0.049113713,-3.108865071,-24.81458169,-23.05388244,-34.63069831,-34.19145786,0.000725633,0.000651023,2.59E-05,5.66E-05,7.958409241,0.001652419,0.06680456,0.000127495,0.000826737,5.21E-05,0.403512561,95.99061811,0.284440511,0.95207286,0.044651603,-10.7768359,-10.01217393,-15.03992118,-14.84916148,0.021146792,0.516974128,41.67008602,50.71029692,315.4338763,4.30285313,-326.2191604,2.626977243,0.773986436,0.882052492,0.117946147,1.36E-06
438,0.007633778,0.006538676,1.167480706,-9.873918408,-13.12340523,-8.671499742,-13,-11.56280573,-9.641080325,-4.641874405,0.252351603,9.511401603,-10.24075877,-7.525070708,0.419375711,1.55E-08,4.94E-07,1.26E-05,0.000130528,0.000292036,3.31E-08,-5.44788733,-4.742874219,-8.413757332,-8.965908549,-8.713269919,-0.381886931,6.542521505,-3.630228319,-0.161131445,-2.261295659,-28.06023443,-23.40031734,-36.53642083,-33.71259533,0.001865646,0.002651574,1.05E-05,1.71E-06,7.816443029,0.004286934,0.008638295,0.000221746,0.000127673,0.000164363,0.405671873,694.0343851,0.026510131,0.851180181,0.10421537,-12.18640497,-10.1626287,-15.86756595,-14.64119412,2.626489755,0.570839116,60.21936734,59.93099763,1272.27146,6.733821559,-629.5548528,111.0613828,0.89033648,0.997539635,0.002456435,3.93E-06
